PVWatts: Hourly PV Performance Data;;;;;;;;;;
Requested Location:;montpelleir, france;;;;;;;;;
Location:;MONTPELLIER, FRANCE;;;;;;;;;
Lat (deg N):;43.58;;;;;;;;;
Lng (deg E):;3.97;;;;;;;;;
Elev (m):;6;;;;;;;;;
DC System Size (kW):;8.505;;;;;;;;;
Module Type:;Premium;;;;;;;;;
Array Type:;Fixed (open rack);;;;;;;;;
Array Tilt (deg):;0;;;;;;;;;
Array Azimuth (deg):;180;;;;;;;;;
System Losses:;14.08;;;;;;;;;
Invert Efficiency:;96;;;;;;;;;
DC to AC Size Ratio:;1.2;;;;;;;;;
;;;;;;;;;;
Month;Day;Hour;Beam Irradiance (W/m^2);Diffuse Irradiance (W/m^2);Ambient Temperature (C);Wind Speed (m/s);Plane of Array Irradiance (W/m^2);Cell Temperature (C);DC Array Output (W);AC System Output (W)
11;10;3;0;0;7.1;3.1;0;7.1;0;0
11;10;4;0;0;8;3.1;0;8;0;0
11;10;5;0;0;9;3.1;0;9;0;0
11;10;6;0;0;8.9;3.1;0;8.9;0;0
11;10;7;0;1;9;4.1;1;7.406;7.757;0
11;10;8;0;21;9;3.6;21;7.765;162.714;116.339
11;10;9;0;57;10;5.1;57;9.744;438.769;387.065
11;10;10;0;88;11;5.1;88;11.417;673.63;617.132
11;10;11;0;108;10;5.7;108;10.791;828.458;768.666
11;10;12;0;115;11.6;6.2;115;12.512;877.092;816.244
11;10;13;0;107;12;5.7;107;12.831;815.205;755.699
11;10;14;0;86;12;5.7;86;12.436;656.079;599.947
11;10;15;0;54;11.5;4.1;54;11.288;413.543;362.34
11;10;16;0;19;12;2.6;19;10.766;145.76;99.7
11;10;17;0;1;16;8.7;1;15.095;7.561;0
11;10;18;0;0;16.2;9.8;0;16.2;0;0
11;10;19;0;0;16;10.8;0;16;0;0
11;10;20;0;0;17;12.9;0;17;0;0
11;10;21;0;0;16.4;11.8;0;16.4;0;0
11;10;22;0;0;16.4;11.8;0;16.4;0;0
11;10;23;0;0;16.3;11.8;0;16.3;0;0
11;11;0;0;0;16.3;11.8;0;16.3;0;0
11;11;1;0;0;16.2;12.8;0;16.2;0;0
11;11;2;0;0;16.1;13.9;0;16.1;0;0
11;11;3;0;0;16;14.9;0;16;0;0
11;11;4;0;0;16.1;14.9;0;16.1;0;0
11;11;5;0;0;16.2;14.9;0;16.2;0;0
11;11;6;0;0;16.3;14.9;0;16.3;0;0
11;11;7;0;3;17;15.4;3;16.409;22.582;0
11;11;8;0;43;17;15.9;43;16.799;323.242;273.808
11;11;9;20;113;17.3;14.9;118.71;17.852;882.17;821.212
11;11;10;31;174;17;17;186.204;18.133;1385.856;1313.342
11;11;11;44;210;17;15.9;230.287;18.627;1712.298;1631.702
11;11;12;0;113;17.4;14.9;113;17.968;846.069;785.897
11;11;13;64;199;18;14.4;228.307;19.705;1687.425;1607.461
11;11;14;16;177;17;14.9;183.201;18.256;1366.365;1294.319
11;11;15;0;53;17.1;13.9;53;17.058;398.064;347.167
11;11;16;0;39;17;13.4;39;16.751;293.221;244.368
11;11;17;0;2;17;13.9;2;16.369;15.056;0
11;11;18;0;0;17.3;14.9;0;17.3;0;0
11;11;19;0;0;17;13.4;0;17;0;0
11;11;20;0;0;17;11.3;0;17;0;0
11;11;21;0;0;16.8;9.8;0;16.8;0;0
11;11;22;0;0;17;13.4;0;17;0;0
11;11;23;0;0;18;12.9;0;18;0;0
11;12;0;0;0;17.2;14.9;0;17.2;0;0
11;12;1;0;0;16.6;12.7;0;16.6;0;0
11;12;2;0;0;16;10.4;0;16;0;0
11;12;3;0;0;15.4;8.2;0;15.4;0;0
11;12;4;0;0;17;9.8;0;17;0;0
11;12;5;0;0;17;12.3;0;17;0;0
11;12;6;0;0;16.6;11.8;0;16.6;0;0
11;12;7;0;2;17;11.3;2;16.252;15.062;0
11;12;8;0;41;18;10.8;41;17.715;307.247;258.124
11;12;9;20;111;18.2;10.8;116.628;18.865;863.497;802.946
11;12;10;31;172;18;13.9;184.074;19.292;1364.372;1292.374
11;12;11;9;168;18;12.8;172.112;19.268;1281.261;1211.238
11;12;12;0;111;18;11.8;111;18.631;829.212;769.405
11;12;13;0;104;18;11.3;104;18.534;777.179;718.49
11;12;14;0;83;18;9.8;83;18.311;620.722;565.325
11;12;15;0;52;17.8;8.2;52;17.679;389.726;338.994
11;12;16;0;18;17;6.7;18;16.257;135.56;89.69
11;12;17;0;1;17;7.2;1;15.985;7.538;0
11;12;18;0;0;16.7;7.2;0;16.7;0;0
11;12;19;0;0;17;7.2;0;17;0;0
11;12;20;0;0;17;8.7;0;17;0;0
11;12;21;0;0;17;8.7;0;17;0;0
11;12;22;0;0;17;6.7;0;17;0;0
11;12;23;0;0;17;6.7;0;17;0;0
11;13;0;0;0;16.5;7.2;0;16.5;0;0
11;13;1;0;0;15.4;5.8;0;15.4;0;0
11;13;2;0;0;14.2;4.5;0;14.2;0;0
11;13;3;0;0;13.1;3.1;0;13.1;0;0
11;13;4;0;0;13;1.5;0;13;0;0
11;13;5;0;0;13;1;0;13;0;0
11;13;6;0;0;11.8;4.1;0;11.8;0;0
11;13;7;0;3;12;2.6;3;10.19;23.059;0
11;13;8;0;40;12;2.6;40;11.154;306.464;257.356
11;13;9;229;110;13.1;4.1;173.509;15.441;1227.654;1158.889
11;13;10;495;127;14;4.6;317.744;19.422;2243.624;2148.878
11;13;11;620;112;15;5.1;392.689;21.796;2785.212;2674.772
11;13;12;241;216;15.7;6.2;330.423;20.749;2409.294;2309.884
11;13;13;535;151;16;5.7;391.752;22.36;2787.615;2677.102
11;13;14;472;135;15;5.1;314.4;20.401;2214.609;2120.668
11;13;15;56;98;14;3.1;113.114;15.847;832.472;772.594
11;13;16;0;37;14;1.5;37;13.39;281.364;232.74
11;13;17;0;2;13;2.6;2;11.294;15.316;0
11;13;18;0;0;13.2;4.1;0;13.2;0;0
11;13;19;0;0;13;2.6;0;13;0;0
11;13;20;0;0;13;2.1;0;13;0;0
11;13;21;0;0;12.7;3.1;0;12.7;0;0
11;13;22;0;0;12;2.6;0;12;0;0
11;13;23;0;0;12;3.1;0;12;0;0
11;14;0;0;0;11.3;3.1;0;11.3;0;0
11;14;1;0;0;11.1;2.4;0;11.1;0;0
11;14;2;0;0;10.8;1.7;0;10.8;0;0
11;14;3;0;0;10.6;1;0;10.6;0;0
11;14;4;0;0;10;0.5;0;10;0;0
11;14;5;0;0;10;1;0;10;0;0
11;14;6;0;0;9.2;1;0;9.2;0;0
11;14;7;0;3;9;1.5;3;6.746;23.323;0
11;14;8;0;38;10;2.1;38;8.985;293.25;244.396
11;14;9;173;108;10.9;2.1;155.283;13.266;1117.731;1051.507
11;14;10;168;183;14;3.1;247.05;18.655;1802.682;1719.766
11;14;11;157;239;14;4.6;309.436;19.386;2275.348;2179.718
11;14;12;246;214;13.8;4.1;329.814;20.135;2408.243;2308.862
11;14;13;551;146;14;3.6;391.838;22.113;2785.848;2675.39
11;14;14;482;132;15;2.1;313.458;22.83;2184.967;2091.844
11;14;15;177;106;14.1;3.1;153.179;16.911;1085.649;1020.156
11;14;16;55;51;12;4.1;57.85;12.022;418.38;367.081
11;14;17;0;2;10;4.1;2;8.56;15.456;0
11;14;18;0;0;8.9;2.1;0;8.9;0;0
11;14;19;0;0;8;4.1;0;8;0;0
11;14;20;0;0;7;2.1;0;7;0;0
11;14;21;0;0;6.3;1;0;6.3;0;0
11;14;22;0;0;5;1;0;5;0;0
11;14;23;0;0;6;1.5;0;6;0;0
11;15;0;0;0;5.9;2.1;0;5.9;0;0
11;15;1;0;0;6;1.7;0;6;0;0
11;15;2;0;0;6;1.4;0;6;0;0
11;15;3;0;0;6.1;1;0;6.1;0;0
11;15;4;0;0;5;2.6;0;5;0;0
11;15;5;0;0;4;2.6;0;4;0;0
11;15;6;0;0;4.6;1;0;4.6;0;0
11;15;7;0;2;5;1;2;2.309;15.776;0
11;15;8;0;37;6;1;37;4.532;289.747;240.961
11;15;9;18;108;6.8;0;112.848;8.658;865.014;804.43
11;15;10;46;163;7;1.5;180.351;10.65;1371.904;1299.725
11;15;11;44;204;7;2.6;223.563;11.393;1702.616;1622.266
11;15;12;0;110;7.5;4.1;110;8.775;849.472;789.225
11;15;13;74;190;8;3.6;222.739;11.731;1688.2;1608.217
11;15;14;48;160;8;4.6;177.901;10.578;1352.694;1280.975
11;15;15;12;107;7.9;3.1;110.16;9.257;844.761;784.617
11;15;16;0;35;8;4.1;35;7.379;271.536;223.1
11;15;17;0;1;7;2.6;1;5.151;7.815;0
11;15;18;0;0;7.4;3.1;0;7.4;0;0
11;15;19;0;0;7;2.6;0;7;0;0
11;15;20;0;0;7.4;3.1;0;7.4;0;0
11;15;21;0;0;8;3.1;0;8;0;0
11;15;22;0;0;8;2.6;0;8;0;0
11;15;23;0;0;8;2.1;0;8;0;0
11;16;0;0;0;8.2;3.1;0;8.2;0;0
11;16;1;0;0;8.2;3.4;0;8.2;0;0
11;16;2;0;0;8.2;3.8;0;8.2;0;0
11;16;3;0;0;8.2;4.1;0;8.2;0;0
11;16;4;0;0;8.6;3.4;0;8.6;0;0
11;16;5;0;0;9;2.6;0;9;0;0
11;16;6;0;0;9;3.1;0;9;0;0
11;16;7;0;1;9;2.6;1;7.079;7.766;0
11;16;8;0;35;10;3.1;35;9.052;270.038;221.631
11;16;9;17;105;10.8;4.1;109.512;11.695;831.111;771.263
11;16;10;23;168;12;4.6;176.584;14.38;1332.236;1261.005
11;16;11;43;201;13;4.1;219.948;16.647;1645.592;1566.686
11;16;12;44;215;12.2;5.1;235.373;15.762;1767.529;1685.52
11;16;13;42;201;11;5.7;219.427;14.041;1656.357;1577.179
11;16;14;45;158;11;4.1;174.628;13.722;1314.308;1243.503
11;16;15;12;105;10.8;5.1;108.122;11.799;822.024;762.371
11;16;16;0;34;11;5.7;34;10.478;261.083;212.847
11;16;17;0;1;11;4.6;1;9.599;7.701;0
11;16;18;0;0;10.7;6.2;0;10.7;0;0
11;16;19;0;0;10;5.7;0;10;0;0
11;16;20;0;0;10;6.2;0;10;0;0
11;16;21;0;0;10.2;8.2;0;10.2;0;0
11;16;22;0;0;9.9;7.2;0;9.9;0;0
11;16;23;0;0;9.6;6.1;0;9.6;0;0
11;17;0;0;0;9.3;5.1;0;9.3;0;0
11;17;1;0;0;9.1;5.5;0;9.1;0;0
11;17;2;0;0;8.8;5.8;0;8.8;0;0
11;17;3;0;0;8.6;6.2;0;8.6;0;0
11;17;4;0;0;9;5.1;0;9;0;0
11;17;5;0;0;9;6.2;0;9;0;0
11;17;6;0;0;8.7;4.1;0;8.7;0;0
11;17;7;0;1;9;1.5;1;6.679;7.776;0
11;17;8;0;30;9;3.6;30;7.976;232.287;184.6
11;17;9;0;87;9.9;4.1;87;10.277;668.513;612.121
11;17;10;0;122;10.5;4.1;122;11.777;932.773;870.704
11;17;11;0;127;11;4.1;127;12.468;968.759;905.893
11;17;12;0;107;11.6;4.1;107;12.645;815.714;756.197
11;17;13;0;100;12;5.1;100;12.744;762.097;703.73
11;17;14;0;80;11.8;5.6;80;12.119;610.956;555.761
11;17;15;0;49;11.6;6.2;49;11.331;375.198;324.751
11;17;16;0;33;11;4.6;33;10.289;253.564;205.472
11;17;17;0;1;11;5.7;1;9.769;7.697;0
11;17;18;0;0;10.5;5.1;0;10.5;0;0
11;17;19;0;0;10;5.1;0;10;0;0
11;17;20;0;0;11;5.1;0;11;0;0
11;17;21;0;0;10.8;4.1;0;10.8;0;0
11;17;22;0;0;10;3.1;0;10;0;0
11;17;23;0;0;10;2.6;0;10;0;0
11;18;0;0;0;10;3.1;0;10;0;0
11;18;1;0;0;9.4;3.4;0;9.4;0;0
11;18;2;0;0;8.7;3.8;0;8.7;0;0
11;18;3;0;0;8.1;4.1;0;8.1;0;0
11;18;4;0;0;7;5.7;0;7;0;0
11;18;5;0;0;6;6.2;0;6;0;0
11;18;6;0;0;5.5;6.2;0;5.5;0;0
11;18;7;0;0;6;4.1;0;6;0;0
11;18;8;0;32;7;6.2;32;6.295;249.149;201.141
11;18;9;16;102;7.8;6.2;106.123;8.429;814.252;754.767
11;18;10;24;164;8;6.2;172.77;9.881;1322.656;1251.653
11;18;11;44;198;9;10.3;217.05;10.955;1654.715;1575.578
11;18;12;46;212;9.1;9.8;232.956;11.361;1774.738;1692.543
11;18;13;44;198;9;11.8;216.994;10.811;1655.035;1575.891
11;18;14;38;159;9;11.8;172.792;10.295;1317.03;1246.16
11;18;15;12;103;9.1;9.8;106.05;9.682;811.827;752.394
11;18;16;54;45;9;9.3;51.13;8.818;371.95;321.566
11;18;17;0;1;8;8.7;1;7.058;7.766;0
11;18;18;0;0;7.9;8.2;0;7.9;0;0
11;18;19;0;0;8;7.7;0;8;0;0
11;18;20;0;0;8;6.2;0;8;0;0
11;18;21;0;0;7.6;6.2;0;7.6;0;0
11;18;22;0;0;8;6.7;0;8;0;0
11;18;23;0;0;7;7.2;0;7;0;0
11;19;0;0;0;6.9;7.2;0;6.9;0;0
11;19;1;0;0;6.2;6.2;0;6.2;0;0
11;19;2;0;0;5.5;5.1;0;5.5;0;0
11;19;3;0;0;4.8;4.1;0;4.8;0;0
11;19;4;0;0;3.9;3.6;0;3.9;0;0
11;19;5;0;0;3;3.1;0;3;0;0
11;19;6;0;0;3;3.1;0;3;0;0
11;19;7;0;1;3;2.6;1;0.986;7.922;0
11;19;8;140;41;4;1;56.974;3.182;387.707;337.015
11;19;9;405;91;3;3.1;193.818;6.064;1350.173;1278.514
11;19;10;618;88;4.4;3.3;311.465;10.58;2217.229;2123.215
11;19;11;625;107;5.8;3.5;375.247;13.619;2717.752;2609.338
11;19;12;466;159;7.2;3.7;369.608;14.874;2706.639;2598.556
11;19;13;243;190;8.6;3.9;294.072;14.418;2176.52;2083.63
11;19;14;96;136;10;4.1;170.543;12.781;1272.585;1202.766
11;19;15;12;101;10.1;5.1;104.016;11.005;792.638;733.618
11;19;16;0;31;9;4.1;31;8.288;239.783;191.953
11;19;17;0;1;8;5.1;1;6.648;7.777;0
11;19;18;0;0;7.5;5.1;0;7.5;0;0
11;19;19;0;0;8;5.1;0;8;0;0
11;19;20;0;0;7;4.6;0;7;0;0
11;19;21;0;0;6.7;2.1;0;6.7;0;0
11;19;22;0;0;7;0.5;0;7;0;0
11;19;23;0;0;7;1;0;7;0;0
11;20;0;0;0;6.9;3.1;0;6.9;0;0
11;20;1;0;0;7.3;3.8;0;7.3;0;0
11;20;2;0;0;7.6;4.4;0;7.6;0;0
11;20;3;0;0;8;5.1;0;8;0;0
11;20;4;0;0;7;4.6;0;7;0;0
11;20;5;0;0;7.7;6.6;0;7.7;0;0
11;20;6;0;0;8.4;8.7;0;8.4;0;0
11;20;7;0;1;8.2;6.6;1;7.017;7.767;0
11;20;8;97;40;8;4.6;50.719;7.534;352.39;302.39
11;20;9;114;111;9.8;8.2;139.515;10.852;1025.274;961.145
11;20;10;443;135;11;9.8;293.524;14.01;2102.695;2011.822
11;20;11;475;156;11.9;9.8;358.121;15.865;2598.325;2493.446
11;20;12;484;149;12.8;9.8;366.037;16.921;2656.193;2549.608
11;20;13;643;119;12;12.3;392.258;15.808;2819.798;2708.313
11;20;14;652;78;12;12.9;310.626;14.809;2167.082;2074.45
11;20;15;459;72;10.1;9.8;186.124;11.824;1242.746;1173.629
11;20;16;155;38;9;6.2;54.845;8.944;358.59;308.468
11;20;17;0;1;9;4.1;1;7.52;7.755;0
11;20;18;0;0;8.1;5.1;0;8.1;0;0
11;20;19;0;0;9;8.2;0;9;0;0
11;20;20;0;0;8;7.7;0;8;0;0
11;20;21;0;0;8.2;9.8;0;8.2;0;0
11;20;22;0;0;7;8.2;0;7;0;0
11;20;23;0;0;7;7.2;0;7;0;0
11;21;0;0;0;7.6;7.2;0;7.6;0;0
11;21;1;0;0;7;6.2;0;7;0;0
11;21;2;0;0;6.8;6.2;0;6.8;0;0
11;21;3;0;0;6.7;6.2;0;6.7;0;0
11;21;4;0;0;6;5.1;0;6;0;0
11;21;5;0;0;6;3.6;0;6;0;0
11;21;6;0;0;5.6;5.1;0;5.6;0;0
11;21;7;0;1;5;3.6;1;3.24;7.864;0
11;21;8;129;38;7;2.1;51.797;6.313;349.209;299.271
11;21;9;438;74;9.1;0;181.945;14.418;1207.63;1139.332
11;21;10;406;124;11;2.1;267.787;16.923;1897.492;1812.104
11;21;11;74;180;11;3.6;211.222;14.851;1582.096;1504.78
11;21;12;46;206;10.4;3.1;226.469;14.691;1705.474;1625.052
11;21;13;44;193;11;3.6;211.558;14.761;1591.697;1514.141
11;21;14;37;155;10;4.1;168.093;12.552;1271.235;1201.448
11;21;15;12;99;10.2;3.1;101.952;11.349;775.869;717.208
11;21;16;0;29;9;1;29;7.909;224.594;177.053
11;21;17;0;1;9;1;1;6.526;7.78;0
11;21;18;0;0;8.5;1;0;8.5;0;0
11;21;19;0;0;8;0.5;0;8;0;0
11;21;20;0;0;9;4.1;0;9;0;0
11;21;21;0;0;7.9;3.1;0;7.9;0;0
11;21;22;0;0;7;3.6;0;7;0;0
11;21;23;0;0;7;5.1;0;7;0;0
11;22;0;0;0;6.3;6.2;0;6.3;0;0
11;22;1;0;0;6;2.6;0;6;0;0
11;22;2;0;0;5;1.3;0;5;0;0
11;22;3;0;0;4.1;0;0;4.1;0;0
11;22;4;0;0;5;1.5;0;5;0;0
11;22;5;0;0;11;9.3;0;11;0;0
11;22;6;0;0;10.3;8.2;0;10.3;0;0
11;22;7;0;0;7;3.6;0;7;0;0
11;22;8;0;27;7;6.2;27;6.208;210.279;163.009
11;22;9;16;95;6.8;4.1;98.885;7.402;760.659;702.323
11;22;10;450;145;9;2.6;302.742;15.172;2158.877;2066.471
11;22;11;725;82;11;6.7;385.335;16.556;2738.61;2629.571
11;22;12;646;108;11.1;5.1;393.296;17.982;2815.527;2704.171
11;22;13;685;91;12;5.1;377.777;18.602;2672.046;2564.991
11;22;14;652;77;12;4.6;305.875;17.533;2107.779;2016.769
11;22;15;495;66;11.2;5.1;186.542;13.943;1220.898;1152.291
11;22;16;131;39;10;1.5;52.659;10.119;351.1;301.124
11;22;17;0;1;7;1;1;4.618;7.829;0
11;22;18;0;0;5.6;1;0;5.6;0;0
11;22;19;0;0;4.8;1.8;0;4.8;0;0
11;22;20;0;0;4;2.6;0;4;0;0
11;22;21;0;0;2;4.1;0;2;0;0
11;22;22;0;0;2;2.1;0;2;0;0
11;22;23;0;0;2;4.1;0;2;0;0
11;23;0;0;0;2.4;3.1;0;2.4;0;0
11;23;1;0;0;2.7;2.8;0;2.7;0;0
11;23;2;0;0;3;2.4;0;3;0;0
11;23;3;0;0;3.3;2.1;0;3.3;0;0
11;23;4;0;0;3;2.1;0;3;0;0
11;23;5;0;0;3;2.6;0;3;0;0
11;23;6;0;0;2.9;3.1;0;2.9;0;0
11;23;7;0;0;3;4.1;0;3;0;0
11;23;8;0;12;4;3.1;12;2.397;94.627;49.515
11;23;9;330;99;4.6;4.1;177.955;6.9;1248.483;1179.231
11;23;10;471;120;7;1;283.431;14.833;2007.481;1919.176
11;23;11;610;106;9;1.5;359.119;18.666;2546.519;2443.154
11;23;12;702;100;10.5;3.1;407.739;19.518;2895.232;2781.448
11;23;13;721;80;11;2.6;379.676;20.005;2663.514;2556.713
11;23;14;642;78;13;8.7;301.62;16.584;2083.703;1993.346
11;23;15;456;69;11.1;8.7;178.954;12.879;1181.961;1114.258
11;23;16;143;36;10;5.1;50.619;9.877;331.158;281.572
11;23;17;0;1;9;5.1;1;7.689;7.75;0
11;23;18;0;0;9.8;8.7;0;9.8;0;0
11;23;19;0;0;9;6.2;0;9;0;0
11;23;20;0;0;9;6.7;0;9;0;0
11;23;21;0;0;8.2;7.2;0;8.2;0;0
11;23;22;0;0;7.5;5.8;0;7.5;0;0
11;23;23;0;0;6.8;4.5;0;6.8;0;0
11;24;0;0;0;6.1;3.1;0;6.1;0;0
11;24;1;0;0;5.9;3.8;0;5.9;0;0
11;24;2;0;0;5.8;4.4;0;5.8;0;0
11;24;3;0;0;5.6;5.1;0;5.6;0;0
11;24;4;0;0;4.8;4.6;0;4.8;0;0
11;24;5;0;0;4;4.1;0;4;0;0
11;24;6;0;0;3.8;4.1;0;3.8;0;0
11;24;7;0;0;2;1;0;2;0;0
11;24;8;99;34;4;2.1;43.564;3.037;302.375;253.346
11;24;9;394;84;6.7;3.1;176.887;9.321;1203.303;1135.105
11;24;10;581;100;9;2.6;299.579;15.323;2092.077;2001.493
11;24;11;740;78;10;4.6;382.575;16.949;2706.311;2598.238
11;24;12;778;73;10.4;6.2;411.59;16.788;2933.727;2818.76
11;24;13;757;72;11;2.6;384.435;20.135;2687.741;2580.221
11;24;14;645;78;11;3.6;300.981;17.184;2072.107;1982.064
11;24;15;405;82;9.8;3.1;178.733;13.171;1198.597;1130.509
11;24;16;65;40;8;1;46.52;7.944;333.741;284.104
11;24;17;0;1;7;2.1;1;5.056;7.818;0
11;24;18;0;0;5.2;1;0;5.2;0;0
11;24;19;0;0;4;1;0;4;0;0
11;24;20;0;0;4;1.5;0;4;0;0
11;24;21;0;0;3.2;2.1;0;3.2;0;0
11;24;22;0;0;2.7;2.4;0;2.7;0;0
11;24;23;0;0;2.2;2.8;0;2.2;0;0
11;25;0;0;0;1.7;3.1;0;1.7;0;0
11;25;1;0;0;2.3;3.1;0;2.3;0;0
11;25;2;0;0;2.9;3.1;0;2.9;0;0
11;25;3;0;0;3.5;3.1;0;3.5;0;0
11;25;4;0;0;3.6;2.8;0;3.6;0;0
11;25;5;0;0;3.7;2.4;0;3.7;0;0
11;25;6;0;0;3.8;2.1;0;3.8;0;0
11;25;7;0;0;4;2.1;0;4;0;0
11;25;8;0;23;4;3.1;23;2.671;181.208;134.486
11;25;9;0;43;5.1;2.1;43;4.22;337.075;287.374
11;25;10;0;74;0;2.1;74;0.024;588.025;533.302
11;25;11;0;94;6;2.6;94;6.699;730.903;673.199
11;25;12;0;101;5.8;1;101;7.087;784.329;725.487
11;25;13;0;95;6;0;95;7.999;735.521;677.719
11;25;14;0;75;6;0;75;6.947;582.692;528.079
11;25;15;0;45;6.1;0;45;4.967;351.893;301.903
11;25;16;0;20;6;1;20;4.202;156.789;110.524
11;25;17;0;0;6;2.1;0;6;0;0
11;25;18;0;0;5.4;3.1;0;5.4;0;0
11;25;19;0;0;6;2.1;0;6;0;0
11;25;20;0;0;5;2.1;0;5;0;0
11;25;21;0;0;4.8;3.1;0;4.8;0;0
11;25;22;0;0;4;1;0;4;0;0
11;25;23;0;0;3;0;0;3;0;0
11;26;0;0;0;1.9;1;0;1.9;0;0
11;26;1;0;0;4.2;1.7;0;4.2;0;0
11;26;2;0;0;6.4;2.4;0;6.4;0;0
11;26;3;0;0;8.7;3.1;0;8.7;0;0
11;26;4;0;0;8.8;3.6;0;8.8;0;0
11;26;5;0;0;9;4.1;0;9;0;0
11;26;6;0;0;9.3;4.1;0;9.3;0;0
11;26;7;0;0;9;2.6;0;9;0;0
11;26;8;94;31;11;5.1;39.459;10.378;266.691;218.348
11;26;9;323;94;11.9;6.2;167.946;13.647;1144.813;1077.968
11;26;10;650;70;13;8.2;288.905;16.362;1979.678;1892.116
11;26;11;724;78;13;10.3;371.306;17.006;2620.446;2514.917
11;26;12;756;76;14;11.8;400.44;18.037;2838.304;2726.257
11;26;13;551;131;13;8.2;355.374;17.535;2537.586;2434.481
11;26;14;649;75;14;7.2;296.19;17.977;2026.29;1937.482
11;26;15;399;81;13;8.2;174.616;14.806;1161.861;1094.623
11;26;16;117;36;12;7.7;47.327;11.831;315.317;266.037
11;26;17;0;0;10;2.1;0;10;0;0
11;26;18;0;0;9.6;4.1;0;9.6;0;0
11;26;19;0;0;9;5.7;0;9;0;0
11;26;20;0;0;9;4.1;0;9;0;0
11;26;21;0;0;7.9;5.1;0;7.9;0;0
11;26;22;0;0;7;6.2;0;7;0;0
11;26;23;0;0;6;4.6;0;6;0;0
11;27;0;0;0;5.8;5.1;0;5.8;0;0
11;27;1;0;0;5.8;4.4;0;5.8;0;0
11;27;2;0;0;5.9;3.8;0;5.9;0;0
11;27;3;0;0;5.9;3.1;0;5.9;0;0
11;27;4;0;0;5.4;2.6;0;5.4;0;0
11;27;5;0;0;5;2.1;0;5;0;0
11;27;6;0;0;4.7;3.1;0;4.7;0;0
11;27;7;0;0;5;3.1;0;5;0;0
11;27;8;12;29;6;1;30.034;4.283;230.722;183.065
11;27;9;201;78;7.3;1;123.351;8.992;868.438;807.78
11;27;10;49;139;7;1;155.343;10.308;1178.349;1110.73
11;27;11;0;92;8;1;92;9.358;709.096;651.853
11;27;12;0;99;7.3;3.1;99;8.143;766.124;707.671
11;27;13;73;172;7;2.1;201.537;10.827;1528.37;1452.385
11;27;14;32;148;7;1;158.833;10.864;1208.36;1140.045
11;27;15;0;72;6.7;2.1;72;7.15;559.01;504.882
11;27;16;0;11;6;2.1;11;4.414;86.174;41.217
11;27;17;0;0;6;2.6;0;6;0;0
11;27;18;0;0;6.2;3.1;0;6.2;0;0
11;27;19;0;0;5;1;0;5;0;0
11;27;20;0;0;4;0.5;0;4;0;0
11;27;21;0;0;4;2.6;0;4;0;0
11;27;22;0;0;7;5.1;0;7;0;0
11;27;23;0;0;10;7.7;0;10;0;0
11;28;0;0;0;10;6.2;0;10;0;0
11;28;1;0;0;9.9;5.5;0;9.9;0;0
11;28;2;0;0;9.9;4.8;0;9.9;0;0
11;28;3;0;0;9.8;4.1;0;9.8;0;0
11;28;4;0;0;10;3.6;0;10;0;0
11;28;5;0;0;10;3.1;0;10;0;0
11;28;6;0;0;9.8;4.1;0;9.8;0;0
11;28;7;0;0;7;6.2;0;7;0;0
11;28;8;64;30;8;6.7;35.212;7.393;248.938;200.934
11;28;9;201;76;8.7;10.8;120.7;9.335;846.527;786.345
11;28;10;488;108;8;9.8;269.213;10.658;1913.309;1827.505
11;28;11;623;98;8;12.3;346.578;11.215;2503.075;2400.971
11;28;12;408;175;8.9;12.9;347.784;12.065;2566.717;2462.763
11;28;13;620;122;9;11.3;371.314;12.756;2681.262;2573.934
11;28;14;645;77;8.4;10;293.959;11.509;2052.25;1962.743
11;28;15;488;63;7.8;8.7;175.662;9.502;1153.015;1085.981
11;28;16;114;35;7;8.7;45.69;6.779;309.707;260.536
11;28;17;0;0;6;11.3;0;6;0;0
11;28;18;0;0;6.2;8.7;0;6.2;0;0
11;28;19;0;0;6;8.2;0;6;0;0
11;28;20;0;0;4;3.6;0;4;0;0
11;28;21;0;0;3.8;5.1;0;3.8;0;0
11;28;22;0;0;4;4.6;0;4;0;0
11;28;23;0;0;5;6.2;0;5;0;0
11;29;0;0;0;4.3;5.1;0;4.3;0;0
11;29;1;0;0;5;7.2;0;5;0;0
11;29;2;0;0;5;7.7;0;5;0;0
11;29;3;0;0;5;8.2;0;5;0;0
11;29;4;0;0;4;5.1;0;4;0;0
11;29;5;0;0;4;4.6;0;4;0;0
11;29;6;0;0;4;3.1;0;4;0;0
11;29;7;0;0;4;4.6;0;4;0;0
11;29;8;95;29;5;4.1;36.443;4.146;249.799;201.779
11;29;9;311;93;6.7;4.1;161.177;8.697;1114.284;1048.139
11;29;10;632;73;9;2.1;279.831;15.18;1918.365;1832.428
11;29;11;653;90;10;7.2;348.64;14.689;2480.623;2379.167
11;29;12;397;175;10.7;8.7;342.061;14.805;2501.295;2399.242
11;29;13;420;168;11;5.1;335.889;16.699;2425.685;2325.807
11;29;14;458;120;10;4.1;273.118;15.121;1925.466;1839.342
11;29;15;49;82;9.1;4.1;93.229;10.126;696.603;639.623
11;29;16;0;24;9;5.1;24;8.208;185.688;138.881
11;29;17;0;0;9;4.1;0;9;0;0
11;29;18;0;0;8.9;3.1;0;8.9;0;0
11;29;19;0;0;9;3.6;0;9;0;0
